,Date(UTC),price,Supply,MarketCap,Price,supply growth,daily trans.,No. of ERC20 Token Transfers,uniq. address,avg blk size,avg blk time,avg gas price,avg gas limit,daily gas used,daily blk reward,blk count reward,uncle count reward,net hashrte,net diff.,net trans. fee,net util.
0,07/30/2015,0.0,72049306.59375,0.0,0.00,72049306.59375,8893,0,9205,644,4.46,0,0,0,39316.09375,6912,1299,11.5297,0.121,0,0.0
1,07/31/2015,0.0,72085498.3125,0.0,0.00,72085498.3125,0,0,9361,582,12.58,0,0,0,36191.71875,6863,511,51.4594,0.603,0,0.0
2,08/01/2015,0.0,72113204.25,0.0,0.00,72113204.25,0,0,9476,575,16.34,0,0,0,27705.9375,5293,334,57.7845,0.887,0,0.0
3,08/02/2015,0.0,72141427.6875,0.0,0.00,72141427.6875,0,0,9563,581,16.12,0,0,0,28223.4375,5358,394,67.9224,1.02,0,0.0
4,08/03/2015,0.0,72169404.40625,0.0,0.00,72169404.40625,0,0,9639,587,16.37,0,0,0,27976.71875,5280,443,74.5737,1.126,0,0.0
5,08/04/2015,0.0,72197882.84375,0.0,0.00,72197882.84375,0,0,9696,587,16.1,0,0,0,28478.4375,5368,458,82.0352,1.217,0,0.0
6,08/05/2015,0.0,72225411.4375,0.0,0.00,72225411.4375,0,0,9749,579,16.51,0,0,0,27528.59375,5235,371,86.1558,1.328,0,0.0
7,08/06/2015,0.0,72252486.90625,0.0,0.00,72252486.90625,0,0,9790,584,16.89,0,0,0,27075.46875,5116,411,88.3326,1.381,0,0.0
8,08/07/2015,2.77,72279924.5625,200.215391038125,2.77,72279924.5625,2050,0,10314,633,16.65,604684154870,122980,49353826,27437.65625,5189,409,95.2981,1.4709999999999999,37318413511279304835,0.1317
9,08/08/2015,0.81,72307868.0,58.56937308,0.81,72307868.0,2881,0,10730,668,16.44,322713574989,1940277,376006093,27943.4375,5256,458,104.8971,1.5859999999999999,68099970071856826797,0.0468
10,08/09/2015,0.74,72335046.28125,53.527934248125,0.74,72335046.28125,1329,0,11004,618,16.86,475467129048,3141325,38863003,27178.28125,5123,421,109.6916,1.709,14098949703205590944,0.0024
11,08/10/2015,0.68,72362863.625,49.206747265,0.68,72362863.625,2037,0,11679,631,16.44,421654904254,3141511,74070061,27817.34375,5255,415,120.5988,1.838,31165144438378735884,0.0045
12,08/11/2015,1.06,72390891.4375,76.73434492375,1.06,72390891.4375,4963,0,13576,692,16.37,77838819162,3141521,163481740,28027.8125,5280,438,134.7695,2.036,11311448586019755030,0.0099
13,08/12/2015,1.25,72418262.375,90.52282796875,1.25,72418262.375,2036,0,13913,653,16.86,444902379011,3141555,70102332,27370.9375,5124,474,143.0004,2.207,32586992404377741650,0.0044
14,08/13/2015,1.78,72446530.5,128.95482429,1.78,72446530.5,2842,0,14459,666,16.34,268683475202,3141552,88234087,28268.125,5286,504,156.6101,2.3369999999999997,24929169109943118841,0.0053
15,08/14/2015,1.8,72477637.21875,130.45974699375,1.80,72477637.21875,3174,0,15024,660,14.88,193455494453,3141575,78746522,31106.71875,5809,555,196.7576,2.6710000000000003,14354834112827458118,0.0043
16,08/15/2015,1.79,72506149.875,129.78600827625,1.79,72506149.875,2284,0,15407,638,16.04,144368937208,3141584,59565914,28512.65625,5382,441,227.665,3.378,8836593028046850811,0.0035
17,08/16/2015,1.37,72533244.40625,99.3705448365625,1.37,72533244.40625,2440,0,15698,641,16.84,120940093311,3141581,58241191,27094.53125,5132,385,231.8948,3.6319999999999997,6677237924905556046,0.0036
18,08/17/2015,1.2,72561363.3125,87.073635975,1.20,72561363.3125,2512,0,15984,635,16.16,132149993345,3141589,60515132,28118.90625,5347,377,258.9066,3.908,7642811839634956979,0.0036
19,08/18/2015,1.27,72587526.125,92.18615817875,1.27,72587526.125,2494,0,16268,648,17.46,146513014268,3141585,66816413,26162.8125,4948,390,270.4645,4.378,11906071340176042601,0.0043
20,08/19/2015,1.26,72614808.15625,91.494658276875,1.26,72614808.15625,3246,0,16553,653,16.64,194583349948,3141611,91746712,27282.03125,5192,361,284.0496,4.42,15430950669480218002,0.0056
21,08/20/2015,1.48,72635865.1875,107.5010804775,1.48,72635865.1875,2303,0,16773,650,21.47,99011782801,3141608,63112713,21057.03125,4024,257,221.4382,4.468999999999999,6855566942706630722,0.005
22,08/21/2015,1.44,72662556.125,104.63408082,1.44,72662556.125,3919,0,17070,668,16.98,79543407701,3141620,106379973,26690.9375,5088,338,277.282,4.415,7855041724705318491,0.0067
23,08/22/2015,1.39,72690106.59375,101.0392481653125,1.39,72690106.59375,3579,0,17313,648,16.39,552841333007,3141669,90744195,27550.46875,5271,323,312.6127,4.828,42547171829582457556,0.0055
24,08/23/2015,1.35,72716362.21875,98.1670889953125,1.35,72716362.21875,4190,0,17662,681,17.24,73439482806,3141828,117802449,26255.625,5013,320,317.1623,5.138,8049767672901801716,0.0075
25,08/24/2015,1.24,72743695.5,90.20218242,1.24,72743695.5,4432,0,17839,673,16.67,92409814705,3141762,97648912,27333.28125,5184,377,333.3458,5.178999999999999,8876285419798610754,0.006
26,08/25/2015,1.17,72770431.59375,85.1414049646875,1.17,72770431.59375,4487,0,18089,680,16.95,76432335617,3141658,114480057,26736.09375,5097,335,325.2465,5.172999999999999,8259755825110535782,0.0071
27,08/26/2015,1.16,72796569.5625,84.4440206925,1.16,72796569.5625,4156,0,18298,669,17.27,60481160549,3141656,99511209,26137.96875,5003,303,343.1277,5.587000000000001,7447729278556984663,0.0063
28,08/27/2015,1.13,72821102.375,82.28784568375,1.13,72821102.375,5590,0,18508,708,18.35,59307091958,3141738,147888097,24532.8125,4708,266,341.1168,5.925,8670963042887940562,0.01
29,08/28/2015,1.3,72845327.53125,94.698925790625,1.30,72845327.53125,4758,0,18687,691,18.57,92879907335,3141816,111903559,24225.15625,4653,257,355.2287,6.251,9925148370505206658,0.0077
30,08/29/2015,1.18,72867852.53125,85.984065986875,1.18,72867852.53125,4139,0,18815,682,19.93,56211090684,3141640,99107570,22525.0,4329,232,351.453,6.6579999999999995,5507451526061552074,0.0073
31,08/30/2015,1.32,72889306.125,96.213884085,1.32,72889306.125,4572,0,19017,689,20.77,55155494457,3141760,102643603,21453.59375,4155,179,340.144,6.781000000000001,5634173742432616856,0.0079
32,08/31/2015,1.35,72910599.5625,98.429309409375,1.35,72910599.5625,5196,0,19168,731,20.87,58423521569,3141670,129040364,21293.4375,4122,182,359.3523,7.2139999999999995,7424533814378986634,0.01
33,09/01/2015,1.35,72930942.53125,98.4567724171875,1.35,72930942.53125,5153,0,19349,741,21.86,56671549652,3142022,140186844,20342.96875,3938,171,363.4134,7.641,7843769855894396934,0.0113
34,09/02/2015,1.29,72949329.875,94.10463553875,1.29,72949329.875,5195,0,19500,766,24.12,59243651401,3141705,139367393,18387.34375,3577,135,355.9032,8.283999999999999,8153735331051015790,0.0124
35,09/03/2015,1.26,72966710.8125,91.93805562375,1.26,72966710.8125,4777,0,19646,755,25.53,55051483461,3141915,126323875,17380.9375,3383,126,339.3088,8.355,6970025674099678731,0.0119
36,09/04/2015,1.27,72989792.6875,92.697036713125,1.27,72989792.6875,5642,0,19791,762,19.3,58779015464,3141831,167169621,23081.875,4443,232,350.0661,6.47,9733856361469302860,0.012
37,09/05/2015,1.37,73015421.75,100.0311277975,1.37,73015421.75,5519,0,19955,753,17.48,54768144366,3141859,159443421,25629.0625,4921,274,374.917,6.235,9141228323603367680,0.0103
38,09/06/2015,1.3,73041590.03125,94.954067040625,1.30,73041590.03125,5521,0,20081,733,17.19,55089818552,3141785,142769611,26168.28125,4978,345,388.4451,6.305,8055487734515995632,0.0091
39,09/07/2015,1.24,73067050.5,90.60314262,1.24,73067050.5,5702,0,20308,753,17.77,53594260637,3141753,170954165,25460.46875,4834,343,379.8349,6.3389999999999995,9256422395866533683,0.0113
40,09/08/2015,1.23,73092943.0,89.90431989,1.23,73092943.0,5622,0,20433,759,17.46,64932639811,3141945,159613715,25892.5,4923,348,370.7395,6.077000000000001,10379926302044415805,0.0103
41,09/09/2015,1.21,73119370.65625,88.4744384940625,1.21,73119370.65625,5604,0,20609,765,17.12,53779997784,3141686,173606036,26427.65625,5035,345,386.1935,6.202000000000001,9840601069163061227,0.011
42,09/10/2015,1.16,73145814.875,84.849145255,1.16,73145814.875,5341,0,20711,730,17.18,54630657670,3141856,141533806,26444.21875,5003,383,392.0801,6.29,7925807170796993218,0.009
43,09/11/2015,0.98,73173054.71875,71.709593624375,0.98,73173054.71875,6460,0,20897,736,16.71,55713802958,3141709,160019709,27239.84375,5141,411,421.6556,6.562,8876728152679961379,0.0099
44,09/12/2015,1.04,73199455.8125,76.127434045,1.04,73199455.8125,5596,0,21043,761,17.11,61830202468,3141607,186314190,26401.09375,5026,339,424.2721,6.832999999999999,11354833193505237873,0.0118
45,09/13/2015,0.94,73225627.21875,68.832089585625,0.94,73225627.21875,6057,0,21252,764,17.25,52313524792,3141606,177583552,26171.40625,4971,353,432.7014,7.022,9578725673919106360,0.0114
46,09/14/2015,0.87,73251215.34375,63.7285573490625,0.87,73251215.34375,5572,0,21409,771,17.61,53772389657,3141838,171636301,25588.125,4851,360,399.6471,6.626,9901548419395161346,0.0113
47,09/15/2015,0.94,73276830.65625,68.880220816875,0.94,73276830.65625,5409,0,21581,755,17.75,53191101494,3141800,148568242,25615.3125,4842,378,387.7858,6.419,8426997145283307063,0.0098
48,09/16/2015,0.9,73303148.78125,65.972833903125,0.90,73303148.78125,5872,0,21719,739,17.32,111518559318,3141820,146153300,26318.125,4956,412,383.9057,6.178999999999999,15146617077844793236,0.0094
49,09/17/2015,0.89,73328584.40625,65.2624401215625,0.89,73328584.40625,5368,0,21826,753,17.91,55637920883,3141794,147106346,25435.625,4808,372,362.1457,6.04,8556523791455505710,0.0097
50,09/18/2015,0.85,73354486.125,62.35131320625,0.85,73354486.125,5802,0,21999,785,17.57,55703151966,3141637,212949263,25901.71875,4889,403,346.2296,5.653,11834821066198469252,0.0139
51,09/19/2015,0.89,73381665.8125,65.309682573125,0.89,73381665.8125,5205,0,22106,735,16.9,51639660974,3141615,151038683,27179.6875,5078,490,357.5566,5.547999999999999,7982204372925467553,0.0095
52,09/20/2015,0.94,73409648.46875,69.005069560625,0.94,73409648.46875,6402,0,22230,766,16.04,52910345407,3142039,206446103,27982.65625,5305,389,408.748,6.202000000000001,10969645471755072320,0.0124
53,09/21/2015,0.9,73436300.34375,66.092670309375,0.90,73436300.34375,6305,0,22363,779,16.87,51171380285,3141982,190902398,26651.875,5075,340,409.9779,6.541,10180741940942933773,0.012
54,09/22/2015,0.9,73462670.65625,66.116403590625,0.90,73462670.65625,6804,0,22496,807,17.0,51465441496,3141713,211491983,26370.3125,5051,298,410.0917,6.624,11404145175916603648,0.0133
55,09/23/2015,0.9,73489750.96875,66.140775871875,0.90,73489750.96875,7404,0,22648,784,16.58,51732832046,3141858,198471252,27080.3125,5165,334,438.8619,6.895,10700267104792060772,0.0122
56,09/24/2015,0.81,73516136.75,59.5480707675,0.81,73516136.75,6224,0,22783,782,17.1,54262646753,3141870,183782502,26385.78125,5021,341,436.2345,7.029,10319506266501325064,0.0117
57,09/25/2015,0.74,73543140.1875,54.42192373875,0.74,73543140.1875,5851,0,22902,767,16.73,52300197415,3141685,178617418,27003.4375,5126,366,443.497,6.977,9836594916126598067,0.0111
58,09/26/2015,0.78,73569050.5,57.38385939,0.78,73569050.5,5907,0,22964,765,17.32,55315658061,3141649,160320021,25910.3125,4930,338,440.6371,7.227,9289146478621032364,0.0104
59,09/27/2015,0.72,73594061.59375,52.9877243475,0.72,73594061.59375,5760,0,23045,725,17.92,51025979902,3141739,165754018,25011.09375,4773,307,426.444,7.252999999999999,8423870450444848099,0.0111
60,09/28/2015,0.59,73618775.8125,43.435077729375,0.59,73618775.8125,6123,0,23160,755,18.02,52683661382,3141657,171799357,24714.21875,4738,275,391.4721,6.747000000000001,9272346609307110334,0.0115
61,09/29/2015,0.68,73643144.25,50.07733809,0.68,73643144.25,5738,0,23283,762,18.51,55437141860,3141780,155322802,24368.4375,4640,314,347.3122,6.057,8877328420749419272,0.0107
62,09/30/2015,0.72,73668238.0,53.04113136,0.72,73668238.0,5870,0,23385,742,18.04,51461473059,3141889,161315703,25093.75,4757,356,332.8925,5.625,8385327115721004019,0.0108
63,10/01/2015,0.68,73695660.03125,50.11304882125,0.68,73695660.03125,6421,0,23482,741,16.45,51474669294,3141822,167413168,27422.03125,5210,373,365.2783,5.653,8767949463445914933,0.0102
64,10/02/2015,0.68,73722573.15625,50.13134974625,0.68,73722573.15625,6063,0,23563,773,16.62,52567714347,3141782,175336965,26913.125,5143,324,378.4969,5.982,9765296662850670640,0.0109
65,10/03/2015,0.69,73749026.90625,50.8868285653125,0.69,73749026.90625,6112,0,23689,769,16.84,52502578427,3141755,176738025,26453.75,5077,292,390.9186,6.291,9791648364458627976,0.0111
66,10/04/2015,0.67,73774507.0625,49.428919731875,0.67,73774507.0625,6624,0,23777,776,17.47,50733256095,3141756,175625589,25480.15625,4886,281,371.1233,6.206,9431925785897953000,0.0114
67,10/05/2015,0.63,73800643.9375,46.494405680625,0.63,73800643.9375,6279,0,23909,771,17.05,50742818443,3141678,217225401,26136.875,5009,292,385.5859,6.285,11486773507230090791,0.0138
68,10/06/2015,0.66,73825680.5,48.72494913,0.66,73825680.5,6458,0,24005,781,17.67,51375494165,3141827,185466056,25036.5625,4806,266,368.4521,6.276,9995299953552863558,0.0123
69,10/07/2015,0.61,73851814.09375,45.0496065971875,0.61,73851814.09375,7121,0,24102,808,17.09,51181314265,3141680,227483136,26133.59375,5004,295,366.9765,5.984,12182989920710770554,0.0145
70,10/08/2015,0.62,73878596.28125,45.804729694375,0.62,73878596.28125,6926,0,24168,789,16.6,56971870131,3141709,206603046,26782.1875,5152,270,375.1336,5.978,11972933368342351096,0.0128
71,10/09/2015,0.65,73904043.9375,48.037628559375,0.65,73904043.9375,6763,0,24243,779,17.45,61962572208,3141695,180944156,25447.65625,4905,245,364.9485,6.122999999999999,11309218384317883884,0.0117
72,10/10/2015,0.63,73929543.625,46.57561248375,0.63,73929543.625,6529,0,24303,778,17.44,64893302980,3141792,174240457,25499.6875,4896,270,360.6383,6.032,11382811617053815692,0.0113
73,10/11/2015,0.63,73956054.40625,46.5923142759375,0.63,73956054.40625,6023,0,24359,748,16.91,56318375319,3141731,154497993,26510.78125,5073,301,381.8711,6.138999999999999,8998794599150719656,0.0097
74,10/12/2015,0.63,73982854.40625,46.6091982759375,0.63,73982854.40625,6593,0,24473,787,16.48,51359902694,3141695,200001725,26800.0,5148,284,386.3386,6.145,10703807320817251298,0.0124
75,10/13/2015,0.6,74009522.6875,44.4057136125,0.60,74009522.6875,6818,0,24675,818,16.76,53219625156,3141683,223630692,26668.28125,5108,301,397.9554,6.357,12323248799642253340,0.0139
76,10/14/2015,0.51,74035398.3125,37.758053139375,0.51,74035398.3125,6830,0,24906,791,17.3,57976429615,3141697,193279995,25875.625,4934,320,394.1999,6.482,11831998521079002721,0.0125
77,10/15/2015,0.56,74061008.78125,41.4741649175,0.56,74061008.78125,6499,0,25142,824,17.39,54823147993,3141699,347607211,25610.46875,4926,263,372.9212,6.209,18870343861669733508,0.0225
78,10/16/2015,0.53,74086450.1875,39.265818599375,0.53,74086450.1875,6795,0,25248,827,17.56,53404946237,3141670,400824348,25441.40625,4883,273,347.0096,5.815,21179446545648124480,0.0261
79,10/17/2015,0.55,74112900.8125,40.762095446875,0.55,74112900.8125,6567,0,25356,788,16.86,53619552703,3141653,230368185,26450.625,5056,312,373.0388,6.004,12291462445798012724,0.0145
80,10/18/2015,0.52,74138749.09375,38.55214952875,0.52,74138749.09375,6481,0,25489,812,17.28,52006592112,3141624,249377360,25848.28125,4945,297,362.4454,5.974,13113012602069783055,0.0161
81,10/19/2015,0.49,74164715.8125,36.340710748125,0.49,74164715.8125,6604,0,25729,802,17.29,52456819761,3141665,216816740,25966.71875,4975,291,360.9165,5.922000000000001,11699219139603278508,0.0139
82,10/20/2015,0.44,74190908.3125,32.6439996575,0.44,74190908.3125,5897,0,25828,770,17.2,53767556518,3141727,191557542,26192.5,4990,332,359.4184,5.835,11527019798769716636,0.0122
83,10/21/2015,0.44,74216954.71875,32.65546007625,0.44,74216954.71875,6182,0,26090,774,17.22,53588794315,3141707,180468852,26046.40625,4990,289,358.9999,5.876,10155857734674392412,0.0115
84,10/22/2015,0.59,74242285.5,43.802948445,0.59,74242285.5,5979,0,26244,782,17.78,57253941421,3141732,237772273,25330.78125,4835,305,341.149,5.734,13200504837911974188,0.0157
85,10/23/2015,0.52,74269844.09375,38.62031892875,0.52,74269844.09375,6888,0,26449,818,16.26,51207267003,3141638,260401303,27558.59375,5263,331,380.6258,5.879,13747941391847577549,0.0157
86,10/24/2015,0.57,74296959.09375,42.3492666834375,0.57,74296959.09375,6361,0,26892,771,16.52,50749518370,3141626,211420205,27115.0,5171,336,400.8051,6.287999999999999,10696638217152165404,0.013
87,10/25/2015,0.65,74323773.3125,48.310452653125,0.65,74323773.3125,5830,0,27220,751,16.74,51635339670,3141631,170100960,26814.21875,5096,351,415.4128,6.5889999999999995,9079512126157535658,0.0106
88,10/26/2015,0.74,74349688.625,55.0187695825,0.74,74349688.625,5938,0,27534,765,17.52,54585998170,3141613,203310004,25915.3125,4908,366,399.276,6.541,10773267121614423564,0.0132
89,10/27/2015,0.87,74377214.875,64.70817694125,0.87,74377214.875,6784,0,27744,815,16.5,53525777571,3141603,365376906,27526.25,5220,376,423.6995,6.542000000000001,18902897578375482359,0.0223
90,10/28/2015,1.01,74403563.3125,75.147598945625,1.01,74403563.3125,7346,0,27918,808,17.33,54787998286,3141629,202357247,26348.4375,4967,398,425.0888,6.846,10898696630107062428,0.013
91,10/29/2015,1.16,74431070.34375,86.34004159875,1.16,74431070.34375,7836,0,28188,814,16.64,52364630378,3141634,241667844,27507.03125,5158,453,457.198,7.04,12550751739957046206,0.0149
92,10/30/2015,1.04,74458794.25,77.43714602,1.04,74458794.25,7941,3,28770,781,16.3,54017718700,3141598,250649964,27723.90625,5232,409,485.0091,7.428999999999999,13466321660416294744,0.0152
93,10/31/2015,0.89,74486542.0625,66.293022435625,0.89,74486542.0625,7557,0,29166,812,16.65,53753181787,3141633,296674561,27747.8125,5129,554,512.5808,7.792999999999999,15482425600544887284,0.0184
94,11/01/2015,1.05,74514722.21875,78.2404583296875,1.05,74514722.21875,6915,0,29676,783,16.54,50751088484,3141603,316473677,28180.15625,5158,625,520.7818,7.781000000000001,16170261068417536249,0.0195
95,11/02/2015,0.96,74541856.4375,71.56018218,0.96,74541856.4375,6558,1,29973,779,17.04,53162663704,3141654,193339829,27134.21875,5024,531,494.4047,7.69,10396013972700378420,0.0122
96,11/03/2015,1.0,74569462.21875,74.56946221875,1.00,74569462.21875,7399,30,30326,844,16.83,51578536572,3141601,236076946,27605.78125,5085,573,480.1956,7.332999999999999,12240350989948539726,0.0148
97,11/04/2015,0.87,74597178.625,64.89954540375,0.87,74597178.625,7037,18,30608,762,16.79,52243136362,3141728,180987375,27716.40625,5125,549,508.4657,7.742999999999999,9392856950587456979,0.0112
98,11/05/2015,0.89,74624470.03125,66.4157783278125,0.89,74624470.03125,7498,12,30815,813,16.85,52990311400,3141619,199792729,27291.40625,5103,473,489.3514,7.582000000000001,10593890524409684909,0.0125
99,11/06/2015,0.92,74651892.21875,68.67974084125,0.92,74651892.21875,7882,0,30968,812,16.56,52184810513,3141598,309939683,27422.1875,5142,450,491.3861,7.5920000000000005,15936270156556764007,0.0192
100,11/07/2015,0.92,74678607.53125,68.70431892875,0.92,74678607.53125,10996,0,31514,1005,17.27,51944373853,3141648,572275369,26715.3125,4922,550,478.1613,7.55,32079919793349356329,0.037
101,11/08/2015,1.02,74705896.59375,76.200014525625,1.02,74705896.59375,12413,18,32153,1015,17.02,52414324288,3141634,563914716,27289.0625,5021,570,498.873,7.709,29526878882442981964,0.0357
102,11/09/2015,1.0,74732956.125,74.732956125,1.00,74732956.125,7689,39,32455,786,17.0,51918274052,3141601,211894015,27059.53125,5024,509,496.5674,7.754,11263102919443230382,0.0134
103,11/10/2015,0.92,74760400.1875,68.7795681725,0.92,74760400.1875,8151,39,32634,834,16.92,52237284910,3141605,287969451,27444.0625,5053,574,505.3881,7.76,15351192628299204876,0.0181
104,11/11/2015,0.78,74788226.75,58.334816865,0.78,74788226.75,10217,27,32804,1044,17.08,52560853806,3141604,414061456,27826.5625,5028,702,508.885,7.672999999999999,23076791328155836314,0.0262
105,11/12/2015,0.89,74816251.28125,66.5864636403125,0.89,74816251.28125,9534,5,32918,874,16.84,59050838844,3141977,450460992,28024.53125,5079,693,517.4888,7.746,25889101201769871285,0.0282
106,11/13/2015,0.89,74844436.4375,66.611548429375,0.89,74844436.4375,7891,3,33055,808,16.63,51534479321,3141601,280236525,28185.15625,5119,681,528.3143,7.87,14583302464865801953,0.0174
107,11/14/2015,0.89,74872794.09375,66.6367867434375,0.89,74872794.09375,7211,1,33157,938,16.64,51216461485,3141660,360305868,28357.65625,5127,713,534.8715,7.912999999999999,18534033511704232124,0.0224
108,11/15/2015,0.9,74900914.25,67.410822825,0.90,74900914.25,7170,4,33264,797,16.52,51537798825,3141650,224846805,28120.15625,5195,561,550.2513,8.26,11483974092635215057,0.0138
109,11/16/2015,0.94,74928309.40625,70.432610841875,0.94,74928309.40625,7442,2,33376,782,16.97,56768038418,3141691,182259335,27395.15625,5039,577,541.2585,8.327,10269635973055744198,0.0115
110,11/17/2015,1.0,74956103.0,74.956103,1.00,74956103.0,7145,0,33512,762,16.54,56303859554,3141628,171866071,27793.59375,5163,515,535.801,8.152999999999999,9596829650575912999,0.0106
111,11/18/2015,0.99,74983355.03125,74.2335214809375,0.99,74983355.03125,7373,1,33629,774,16.81,53515892028,3141600,195036006,27252.03125,5075,489,550.5812,8.55,10321475397415639389,0.0122
112,11/19/2015,0.95,75009918.46875,71.2594225453125,0.95,75009918.46875,8876,0,33765,882,17.04,54119551224,3141601,291565861,26563.4375,4977,446,552.7532,8.807,15863939513515044891,0.0186
113,11/20/2015,0.93,75035048.9375,69.782595511875,0.93,75035048.9375,6348,2,33883,814,18.1,54384895828,3141629,215430072,25130.46875,4721,403,472.9611,7.975,11986899241936797512,0.0145
114,11/21/2015,0.97,75061831.125,72.80997619125,0.97,75061831.125,6822,0,33999,832,16.97,54039631830,3141598,200136785,26782.1875,5035,422,480.0484,7.601,11244910062602561332,0.0127
115,11/22/2015,0.96,75088819.71875,72.08526693,0.96,75088819.71875,7083,0,34447,816,16.9,53793371733,3141599,200785655,26988.59375,5049,459,480.251,7.5329999999999995,11241715326286604797,0.0127
116,11/23/2015,0.94,75116092.0625,70.60912653875,0.94,75116092.0625,8260,0,34594,863,16.65,55629754775,3141623,233727612,27272.34375,5089,483,487.9382,7.566,13316084717852136228,0.0146
117,11/24/2015,0.91,75142940.1875,68.380075570625,0.91,75142940.1875,7152,0,34812,828,17.21,58042755370,3141597,213080657,26848.125,5001,484,486.5758,7.665,12966491027158747161,0.0136
118,11/25/2015,0.86,75169412.0625,64.64569437375,0.86,75169412.0625,7098,0,34913,807,17.37,54235748106,3141605,236509015,26471.875,4940,464,470.151,7.517,12459630991672277588,0.0152
119,11/26/2015,0.88,75195950.5,66.17243644,0.88,75195950.5,7278,2,35071,784,17.36,53986356287,3141604,172083879,26538.4375,4940,486,470.857,7.497999999999999,9307010479992449281,0.0111
120,11/27/2015,0.87,75223837.375,65.44473851625,0.87,75223837.375,6639,0,35136,790,16.5,53456555142,3141597,173300084,27886.875,5174,528,492.9653,7.47,9399192619419860582,0.0107
121,11/28/2015,0.91,75251045.34375,68.4784512628125,0.91,75251045.34375,6817,3,35204,774,16.96,54312682973,3141615,277436869,27207.96875,5008,571,498.5437,7.721,14567130571469754409,0.0176
122,11/29/2015,0.87,75278393.15625,65.4922020459375,0.87,75278393.15625,6853,1,35288,776,16.84,53321187419,3141597,171604728,27347.8125,5050,550,500.4669,7.721,9090792117113711272,0.0108
123,11/30/2015,0.88,75305749.40625,66.2690594775,0.88,75305749.40625,8986,0,35402,864,16.75,55199244474,3141791,378296036,27356.25,5080,516,503.9533,7.781000000000001,20815751537737421266,0.0237
124,12/01/2015,0.87,75333292.21875,65.5399642303125,0.87,75333292.21875,6794,0,35508,847,16.92,54837947431,3141605,231616100,27542.8125,5078,566,514.3284,7.872999999999999,13074388944575777609,0.0145
125,12/02/2015,0.83,75359299.25,62.5482183775,0.83,75359299.25,6502,1,35607,819,17.86,53588845124,3141635,209753737,26007.03125,4824,501,481.8385,7.818,11438122532174238399,0.0138
126,12/03/2015,0.82,75387362.53125,61.817637275625,0.82,75387362.53125,6971,1,35709,778,16.46,53564860105,3141598,198524826,28063.28125,5205,537,504.3068,7.587999999999999,10666077605006573721,0.0121
127,12/04/2015,0.84,75414041.90625,63.34779520125,0.84,75414041.90625,6898,16,35879,804,17.09,53920215595,3141596,224707034,26679.375,5008,432,493.1904,7.832999999999999,12372342317467218045,0.0143
128,12/05/2015,0.85,75440623.78125,64.1245302140625,0.85,75440623.78125,6784,7,36022,835,17.07,54430269329,3141598,231821279,26581.875,5006,412,511.9346,8.164,13084824514839102759,0.0147
129,12/06/2015,0.84,75466879.5625,63.3921788325,0.84,75466879.5625,9103,4,36291,877,17.42,53904812363,3141608,321509549,26255.78125,4913,453,487.6672,7.852,17147404223188337107,0.0208
130,12/07/2015,0.8,75493598.46875,60.394878775,0.80,75493598.46875,7141,6,36437,775,17.18,53988885934,3141601,176718066,26718.90625,4971,493,483.681,7.648,9642772252255179440,0.0113
131,12/08/2015,0.83,75519910.96875,62.6815261040625,0.83,75519910.96875,6697,5,36557,771,17.39,53743612456,3141598,170716327,26312.5,4911,464,469.5651,7.547999999999999,9146200894289794928,0.0111
132,12/09/2015,0.79,75548235.03125,59.6831056746875,0.79,75548235.03125,7001,1,36673,779,16.46,54733915734,3141606,179709088,28324.0625,5208,602,494.265,7.35,10136989432654592764,0.011
133,12/10/2015,0.84,75575712.375,63.483598395,0.84,75575712.375,7444,9,36820,820,16.71,54938250098,3141594,205190667,27477.34375,5144,467,504.7793,7.773,11340935043430610418,0.0127
134,12/11/2015,0.91,75602735.1875,68.798489020625,0.91,75602735.1875,8105,6,36951,884,16.93,58195798149,3141605,270674425,27022.8125,5062,454,514.5903,8.06,16852443787757887529,0.017
135,12/12/2015,0.97,75629941.75,73.3610434975,0.97,75629941.75,8205,3,37373,916,16.82,59486449382,3141646,353864548,27206.5625,5076,486,517.9029,8.045,23123143175929711610,0.0222
136,12/13/2015,0.96,75657849.09375,72.63153513,0.96,75657849.09375,7426,1,37569,845,16.29,56701649126,3141609,325726017,27907.34375,5280,399,556.8745,8.472000000000001,18732109712665255814,0.0196
137,12/14/2015,0.99,75684557.6875,74.927712110625,0.99,75684557.6875,15550,4,37729,1752,17.12,53372600387,3141665,1415319249,26708.59375,4999,455,541.3528,8.576,74652439561455021898,0.0901
138,12/15/2015,1.01,75711572.21875,76.4686879409375,1.01,75711572.21875,21098,4,37850,1834,16.91,62650330558,3185202,1945458070,27014.53125,5070,445,559.704,8.769,114407858336816933404,0.1209
139,12/16/2015,0.99,75738029.5625,74.980649266875,0.99,75738029.5625,10304,0,37990,1216,17.13,54026271431,3141637,838759501,26457.34375,4982,407,534.0622,8.562000000000001,44216781874774645730,0.0536
140,12/17/2015,0.94,75764912.6875,71.21901792625,0.94,75764912.6875,9612,0,38358,1053,16.86,55081281267,3141623,606010119,26883.125,5060,420,553.9679,8.734,32401075213208356891,0.0381
141,12/18/2015,0.91,75791584.25,68.9703416675,0.91,75791584.25,9032,0,38634,1057,17.06,55034649240,3141645,601895736,26671.5625,5020,414,552.1806,8.78,32181421454696323527,0.0382
