,Date(UTC),price,Supply,MarketCap,Price,supply growth,daily trans.,No. of ERC20 Token Transfers,uniq. address,avg blk size,avg blk time,avg gas price,avg gas limit,daily gas used,daily blk reward,blk count reward,uncle count reward,net hashrte,net diff.,net trans. fee,net util.
1074,07/08/2018,486.19,100570999.625,48896.61430767875,486.19,100570999.625,631505,661175,40512046,22366,14.75,35585852337,7997465,40007496507,20415.0,5697,1440,285211.1629,3452.745,1382161998669233668912,0.8783
1075,07/09/2018,471.48,100591649.65625,47426.95097992875,471.48,100591649.65625,651926,663149,40561623,22362,14.37,25829787141,7997465,43370048739,20650.03125,5855,1307,292711.4538,3531.1740000000004,1096827245813525884944,0.9262
1076,07/10/2018,432.69,100612008.59375,43533.809998429686,432.69,100612008.59375,691771,627467,40618961,23429,14.54,21324119980,7997848,41946839108,20358.9375,5783,1266,285475.5765,3499.091,734239112198462922593,0.9071
1077,07/11/2018,445.59,100632683.28125,44840.91734329219,445.59,100632683.28125,643920,749544,40667560,22106,14.21,19054597794,7998137,43293417007,20674.6875,5931,1214,277618.9439,3357.072,838937528693382250579,0.9127
1078,07/12/2018,430.91,100653193.71875,43372.46770534656,430.91,100653193.71875,566058,831996,40711763,21238,14.15,29189063475,7997820,44373182422,20510.4375,5993,1054,280736.7326,3441.9829999999997,1363060301494929584566,0.926
1079,07/13/2018,432.46,100673487.21875,43537.25628262063,432.46,100673487.21875,563317,886477,40756614,20793,14.27,29846792155,7998220,45172389925,20293.5,5953,1016,277972.6386,3446.238,1531902622518950679908,0.9488
1080,07/14/2018,433.74,100693941.03125,43674.989982894374,433.74,100693941.03125,508951,1019707,40789304,19583,14.13,57677945355,7997630,45337468864,20453.8125,6006,1018,278402.5296,3424.5409999999997,2932261846124502767301,0.9439
1081,07/15/2018,449.62,100714551.40625,45283.27660327812,449.62,100714551.40625,453706,970851,40824383,18676,13.99,48216188725,7997870,44769838833,20610.375,6067,1008,280223.7415,3422.0959999999995,3561566982865693111171,0.9227
1082,07/16/2018,478.75,100734930.21875,48226.84784222656,478.75,100734930.21875,703999,518095,40899137,23433,14.48,18562899613,7997219,42392342609,20378.8125,5851,1182,280468.6157,3445.5409999999997,583144510055501208200,0.9067
1083,07/17/2018,499.06,100755669.03125,50283.12418673562,499.06,100755669.03125,701292,518773,40991571,23583,14.33,17548648323,7997955,42744624469,20738.8125,5889,1286,286575.539,3450.889,506768490526180218320,0.9082
1084,07/18/2018,479.02,100775998.34375,48273.71872662313,479.02,100775998.34375,746145,457999,41093222,23590,14.71,15413432909,7996824,41558538732,20329.3125,5757,1302,284188.3364,3478.3779999999997,478470516253139299317,0.9033
1085,07/19/2018,468.65,100796428.90625,47238.24640691406,468.65,100796428.90625,734702,447863,41183651,23728,14.56,13033482562,7996822,42598680722,20430.5625,5793,1274,280865.4338,3433.815,431950070567657920362,0.9201
1086,07/20/2018,448.84,100816613.65625,45250.52887347125,448.84,100816613.65625,671608,333735,41283481,21230,14.58,15878840129,7997656,43107705894,20184.75,5838,1124,276215.2061,3427.893,558219141946474358009,0.9238
1087,07/21/2018,461.04,100837183.4375,46489.975052025,461.04,100837183.4375,620634,311927,41386815,19169,14.12,15826395751,7997780,43848849860,20569.78125,5997,1087,265356.9052,3236.425,591209761714397364216,0.9146
1088,07/22/2018,457.65,100857953.65625,46157.64249078281,457.65,100857953.65625,675356,451082,41467067,20793,14.23,11032570831,7996800,43686039590,20770.21875,5975,1201,277879.9228,3345.711,367829167688820649551,0.915
1089,07/23/2018,449.63,100878393.21875,45357.951942946565,449.63,100878393.21875,758657,412827,41534172,23066,14.49,15546838989,7996724,43020718994,20439.5625,5862,1198,287300.9941,3515.978,558459657485428185610,0.9178
1090,07/24/2018,479.47,100898953.625,48378.02129457875,479.47,100898953.625,784910,423843,41616773,24225,14.61,15414715967,7997333,42108371249,20560.40625,5815,1315,282719.1101,3425.937,475622972129876103397,0.9058
1091,07/25/2018,471.28,100919727.3125,47561.449087835,471.28,100919727.3125,787527,428902,41711100,24159,14.41,13351179160,7996782,42981057409,20773.6875,5900,1306,289873.6853,3475.5879999999997,443459507125299296549,0.912
1092,07/26/2018,462.03,100940147.09375,46637.37616172531,462.03,100940147.09375,725630,445055,41805243,23504,14.51,12324821471,7996385,42685455814,20419.78125,5852,1187,287517.1961,3529.1209999999996,390998800405600554498,0.9131
1093,07/27/2018,469.69,100960660.8125,47420.21277702312,469.69,100960660.8125,788715,413196,41903836,22766,14.41,10745209264,7996352,40925241441,20513.71875,5909,1169,286980.17,3503.12,363146119386672588735,0.8667
1094,07/28/2018,468.55,100981101.875,47314.69528353125,468.55,100981101.875,703973,330478,42009275,19586,14.16,11542424148,7996641,38092270390,20441.0625,5991,1034,288229.5692,3544.9159999999997,512539594286985921593,0.7961
1095,07/29/2018,466.2,101001595.15625,47086.94366184375,466.20,101001595.15625,716354,421860,42116918,21871,14.15,9257167474,7995682,37955708262,20493.28125,6010,1023,289579.6618,3557.469,303759406417416824159,0.7907
1096,07/30/2018,456.56,101022010.0625,46122.608914135,456.56,101022010.0625,757712,468438,42207852,23849,14.25,10934695303,7996260,40983817703,20414.90625,5963,1047,289075.2031,3562.9240000000004,343232712471258651260,0.8608
1097,07/31/2018,431.99,101042605.4375,43649.39512294562,431.99,101042605.4375,745063,438754,42306076,23919,14.33,11023798202,7996680,41561563320,20595.375,5919,1188,290345.5569,3529.739,355722347609619866520,0.8793
1098,08/01/2018,419.87,101063032.53125,42433.33546889594,419.87,101063032.53125,757758,446236,42402181,24727,14.49,36681296496,7996702,42361321878,20427.09375,5861,1197,287162.3906,3515.278,747822723123541657989,0.9074
1099,08/02/2018,410.83,101083583.28125,41528.16851943594,410.83,101083583.28125,779928,443687,42473512,24602,14.51,10200915813,7996659,42271396577,20550.75,5854,1264,292800.3203,3554.0809999999997,333957457254237446916,0.9067
1100,08/03/2018,417.62,101104100.09375,42223.09428115188,417.62,101104100.09375,753190,455770,42548009,22395,14.38,10514159674,7996273,42649322806,20516.8125,5916,1182,285672.7276,3477.335,344035546741939909722,0.9033
1101,08/04/2018,406.91,101124702.40625,41148.65265612719,406.91,101124702.40625,720548,481942,42620951,21272,14.2,9924637420,7995954,42480556982,20602.3125,6003,1094,292889.4426,3565.6820000000002,401410556046793098654,0.8915
1102,08/05/2018,408.81,101145231.875,41349.18224281875,408.81,101145231.875,704249,479012,42701911,22206,14.26,8072326506,7996383,41847737983,20529.46875,5932,1165,293048.5066,3567.619,262742229465993020037,0.8866
1103,08/06/2018,404.95,101165642.1875,40967.02680382813,404.95,101165642.1875,699536,461331,42777737,23317,14.35,12535927147,7995701,42982705325,20410.3125,5923,1126,293327.109,3595.327,426678880059263367624,0.9117
1104,08/07/2018,377.94,101186040.5,38242.25214657,377.94,101186040.5,636342,264940,42849840,19803,14.45,25250639628,7995768,44010142032,20398.3125,5875,1198,291954.5748,3566.362,1344326974617500283853,0.9394
1105,08/08/2018,355.57,101206599.5,35986.030584215,355.57,101206599.5,565663,126846,42921999,16263,14.19,57398987243,7996479,45392269325,20559.0,5957,1140,294985.5601,3591.2009999999996,2878016385169022870111,0.9547
1106,08/09/2018,363.51,101227126.25,36797.0726631375,363.51,101227126.25,538530,123821,42987726,15543,14.28,53118840657,7996647,44636390636,20526.75,5930,1160,295911.9974,3606.0359999999996,2484608658778645679907,0.9437
1107,08/10/2018,331.57,101247570.875,33570.65707502375,331.57,101247570.875,613892,205258,43066197,18596,14.33,34476266415,7996322,42486678014,20444.625,5926,1120,292146.4903,3582.381,1520599826192940525056,0.8972
1108,08/11/2018,318.01,101268207.5,32204.302667075,318.01,101268207.5,657312,382522,43136772,20285,14.24,14836056985,7996986,39400853006,20636.625,5945,1188,293393.2115,3553.789,507308149492136363997,0.831
1109,08/12/2018,318.2,101288559.875,32230.019752225,318.20,101288559.875,641927,396854,43201878,19754,14.55,10976239504,7996219,38774637147,20352.375,5835,1228,285376.3397,3490.941,362477779726845806235,0.8333
1110,08/13/2018,284.03,101308960.53125,28774.784059690937,284.03,101308960.53125,694941,393673,43268345,21954,14.45,14813774854,7996188,39237766345,20400.65625,5872,1167,285178.2999,3500.413,526721996785397933874,0.8359
1111,08/14/2018,278.31,101329292.28125,28200.955334794686,278.31,101329292.28125,690348,380815,43339019,21862,14.27,16051359286,7996481,39228141511,20331.75,5952,1032,286578.1953,3545.297,599407782407457829613,0.8249
1112,08/15/2018,281.24,101349639.59375,28503.57263934625,281.24,101349639.59375,648565,380792,43398282,19765,14.26,15051933577,7996219,41795094541,20347.3125,5965,1018,283434.3978,3506.907,590092590063514965729,0.8774
1113,08/16/2018,286.8,101370067.25,29072.935287299995,286.80,101370067.25,716732,389421,43459723,22328,14.27,12638796914,7996791,41608463240,20427.65625,5940,1075,279030.9812,3436.675,524785201272860887912,0.8794
1114,08/17/2018,317.57,101390572.15625,32198.603999660314,317.57,101390572.15625,607270,266919,43509078,20514,14.51,39211744629,7996633,42577478825,20504.90625,5840,1227,284891.2505,3483.034,1935163007611905771721,0.9127
1115,08/18/2018,294.85,101411041.25,29901.0455125625,294.85,101411041.25,627522,442684,43555669,22512,14.39,16113373784,7996678,42503730084,20469.09375,5883,1157,280430.8589,3441.651,441953223477292015139,0.9085
1116,08/19/2018,299.62,101431496.9375,30390.90511241375,299.62,101431496.9375,599660,378835,43606981,22015,14.27,14361319521,7997021,41562371454,20455.6875,5930,1094,282006.0502,3468.867,394178710096255368762,0.8819
1117,08/20/2018,270.81,101451943.15625,27474.200726144063,270.81,101451943.15625,663769,404034,43672259,25134,14.24,12426913415,7995770,41363507891,20446.21875,5932,1085,283826.5336,3494.743,406410218505021680982,0.8744
1118,08/21/2018,281.13,101472436.4375,28526.94605567437,281.13,101472436.4375,605639,462010,43731555,25249,14.21,13046942385,7997251,42748700585,20493.28125,5961,1071,286170.3659,3516.086,377618559440686643604,0.8978
1119,08/22/2018,270.37,101492737.8125,27440.591522365627,270.37,101492737.8125,594918,375835,43785438,22830,14.34,17019976734,7996919,42264220552,20301.375,5922,1044,289763.7194,3593.969,891346476414307180105,0.8953
1120,08/23/2018,275.83,101513081.65625,28000.353313243442,275.83,101513081.65625,599557,405345,43836157,24307,14.46,14051914381,7998467,42065549337,20343.84375,5853,1133,279114.193,3451.9709999999995,599908997808548694844,0.9008
1121,08/24/2018,281.37,101533815.6875,28568.569719991876,281.37,101533815.6875,596227,400662,43888243,22859,14.27,21501969162,7997139,42623018333,20734.03125,5946,1179,282957.45,3431.2309999999998,1055963556965348138811,0.9004
1122,08/25/2018,277.56,101554238.9375,28187.3945594925,277.56,101554238.9375,577239,439799,43938589,24937,14.36,11428670781,7995897,42291755913,20423.25,5926,1072,283524.6978,3500.505,333520516759777419318,0.8938
1123,08/26/2018,274.3,101574659.5625,27861.92911799375,274.30,101574659.5625,574072,373155,44001480,24193,14.21,16106529314,7995696,42412745552,20420.625,5947,1044,288842.6926,3569.7340000000004,950622764082727818810,0.8924
1124,08/27/2018,288.02,101595207.5,29261.45166415,288.02,101595207.5,645935,580315,44047931,24863,14.22,12387120423,7995063,41618999135,20547.9375,5942,1110,285297.4737,3495.42,376453585524854123095,0.8765
1125,08/28/2018,295.55,101615591.09375,30032.487947757814,295.55,101615591.09375,613844,523597,44103200,25984,14.31,12808584631,7996190,42611722775,20383.59375,5898,1105,282969.428,3491.155,380620382285834184574,0.9041
1126,08/29/2018,288.67,101635861.34375,29339.22409410031,288.67,101635861.34375,546841,440490,44157003,24552,14.42,17290135695,7995415,40990484124,20270.25,5890,1060,278007.4815,3456.093,530744662464587155470,0.871
1127,08/30/2018,284.15,101656354.625,28885.65316669375,284.15,101656354.625,592847,421909,44209257,23668,14.33,13559213793,7995762,41748317671,20493.28125,5910,1127,279549.2413,3432.2940000000003,441391249486415269646,0.884
1128,08/31/2018,281.66,101676780.6875,28638.28204844125,281.66,101676780.6875,577258,376179,44262786,22118,14.24,14419214330,7995719,42390979718,20426.0625,5953,1038,280439.7219,3465.884,447892055737218718103,0.8913
1129,09/01/2018,295.36,101697166.625,30037.27513436,295.36,101697166.625,656254,371575,44329267,23748,14.48,11043181909,7995875,41936588522,20385.9375,5880,1118,277588.8544,3427.219,360563523100649137599,0.8925
1130,09/02/2018,295.02,101717669.1875,30008.74676369625,295.02,101717669.1875,620267,385235,44407612,23061,14.07,10276825820,7996522,41773080784,20502.5625,6027,986,274831.7379,3385.921,332101884048372411844,0.8679
1131,09/03/2018,288.97,101737994.09375,29399.22815327094,288.97,101737994.09375,631429,371834,44478482,25005,14.44,12111122355,7995329,41333831573,20324.90625,5887,1087,274967.4979,3406.5370000000003,372263742203328553345,0.8791
1132,09/04/2018,285.23,101758539.5,29024.588221585,285.23,101758539.5,589521,334268,44540982,23087,14.21,13885223845,7995502,41619433121,20545.40625,5968,1075,276727.458,3394.7540000000004,459978457339827467144,0.8739
1133,09/05/2018,228.27,101778867.875,23233.06216982625,228.27,101778867.875,626957,336793,44602673,25414,14.24,12606166478,7995536,40180824691,20328.375,5956,1012,277065.298,3435.482,362380209841284929644,0.8458
1134,09/06/2018,229.52,101799435.875,23365.00652203,229.52,101799435.875,588959,424738,44656421,23479,14.04,14951867224,7995882,41771236119,20568.0,6048,988,276862.3513,3399.788,511158838466204992579,0.8653
1135,09/07/2018,215.14,101819656.4375,21905.48088596375,215.14,101819656.4375,582184,600430,44705538,25113,14.37,14734121984,7994901,41748180692,20220.5625,5913,1006,272247.9516,3399.656,506599508056720256546,0.8853
1136,09/08/2018,196.77,101839941.6875,20039.045325849373,196.77,101839941.6875,543337,357906,44745749,25208,14.31,12166983189,7996008,42557339489,20285.25,5936,1008,271323.9081,3375.92,404495483617749778944,0.8994
1137,09/09/2018,195.99,101860208.5625,19963.582276164372,195.99,101860208.5625,565631,324172,44785802,22118,14.41,12538460676,7995247,41908318225,20266.875,5899,1040,257770.4413,3209.593,433078937122839632357,0.8909
1138,09/10/2018,197.14,101880645.3125,20084.75041690625,197.14,101880645.3125,561611,331924,44833306,23522,14.19,13452874427,7995466,41544023685,20436.75,6007,988,260772.6661,3220.98,448309581240748031378,0.8684
1139,09/11/2018,185.15,101900890.4375,18866.949864503124,185.15,101900890.4375,557317,342723,44883424,22317,14.21,15682663024,7995854,40499473258,20245.125,6002,904,255565.1744,3197.34,512254527644765086761,0.8465
1140,09/12/2018,183.03,101921293.625,18654.65437218375,183.03,101921293.625,570673,342946,44937612,24133,14.05,16182751014,7996023,41821110210,20403.1875,6043,922,252569.2634,3133.092,519583146425810717084,0.8686
1141,09/13/2018,211.27,101941716.40625,21537.22642514844,211.27,101941716.40625,555753,360753,44987737,24041,14.14,16645393282,7995284,39998835686,20422.78125,6004,975,246361.6094,3049.9559999999997,535655261393735052265,0.8359
1142,09/14/2018,208.87,101962148.375,21296.83393108625,208.87,101962148.375,514394,424686,45042911,26309,14.04,14645624925,7995760,41155885095,20431.96875,6066,905,253565.5649,3142.743,392433137938438069979,0.8513
1143,09/15/2018,221.63,101982585.40625,22602.400403587188,221.63,101982585.40625,479695,418192,45106424,25808,14.03,13261799419,7995227,42479824388,20437.03125,6051,935,254429.8705,3146.685,385383483215684039918,0.8815
1144,09/16/2018,220.12,102003094.53125,22452.92116821875,220.12,102003094.53125,458432,424321,45157167,27185,13.92,13161379589,7995881,42347625627,20509.125,6113,880,253293.4755,3129.495,370196807498742091420,0.8691
1145,09/17/2018,196.04,102023574.96875,20000.70163687375,196.04,102023574.96875,553720,421375,45228749,25919,13.95,15406825205,7995346,42025095355,20480.4375,6080,914,254187.1006,3140.087,442143632482981538678,0.8672
1146,09/18/2018,208.39,102043752.5,21264.897583475,208.39,102043752.5,500513,402834,45293967,26176,14.2,25201881762,7995512,41072862147,20177.53125,5967,927,253649.0746,3178.8920000000003,543078626345877564213,0.8622
1147,09/19/2018,209.78,102064301.375,21411.0491424475,209.78,102064301.375,507255,224532,45346244,20024,13.94,19871422869,7996790,42797060711,20548.875,6123,900,257726.225,3170.66,698459808022010329558,0.8748
1148,09/20/2018,224.76,102084725.65625,22944.56293849875,224.76,102084725.65625,498146,395470,45410431,24244,14.15,15892963469,7996844,40629078208,20424.28125,6014,967,256660.2049,3176.542,494757311551543058987,0.8454
1149,09/21/2018,247.69,102105445.0625,25290.497687530624,247.69,102105445.0625,544686,358058,45461583,26244,13.96,18242050701,7997094,41721367477,20719.40625,6084,1007,255415.9684,3112.105,680152691787905908462,0.8578
1150,09/22/2018,240.78,102125766.59375,24589.842080443126,240.78,102125766.59375,470309,374690,45509222,25021,14.09,14429730599,7996365,41200809253,20321.53125,6038,891,262892.1809,3278.09,419376992861723495444,0.8534
1151,09/23/2018,244.55,102146091.125,24979.82658461875,244.55,102146091.125,468627,384820,45552439,25761,13.96,13141149214,7996326,41005393483,20324.53125,6080,843,260332.227,3248.982,370298071879600012952,0.8441
1152,09/24/2018,227.92,102166431.125,23285.77298201,227.92,102166431.125,480337,400717,45590266,28688,13.99,16838604807,7995473,41546126422,20340.0,6075,852,261741.3439,3264.6820000000002,679386812612780140374,0.8561
1153,09/25/2018,219.2,102186851.375,22399.3578214,219.20,102186851.375,519108,430215,45634004,28211,13.94,16972035503,7996188,42001178534,20420.25,6113,840,259333.6504,3222.555,514749182324165857709,0.8594
1154,09/26/2018,214.21,102207454.53125,21893.858835139064,214.21,102207454.53125,493507,443450,45675061,29742,13.93,16344658408,7996248,43022447700,20603.15625,6112,907,266760.1081,3283.6690000000003,535126297948815019552,0.8805
1155,09/27/2018,229.09,102227966.65625,23419.404881280312,229.09,102227966.65625,504047,422304,45720373,29477,14.03,16744302672,7996095,42550467914,20512.125,6081,920,265516.5942,3276.765,569997043131453503639,0.8756
1156,09/28/2018,221.56,102248381.65625,22654.15143975875,221.56,102248381.65625,500407,372263,45768146,28068,13.96,18138439166,7996049,42049467383,20415.0,6098,856,264448.9358,3285.647,620865649011310454262,0.8634
1157,09/29/2018,231.32,102268621.34375,23656.77748923625,231.32,102268621.34375,434315,254676,45817630,20428,13.93,21874799566,7995408,39766603646,20239.6875,6095,782,259938.0808,3265.763,662158329233321623860,0.8167
1158,09/30/2018,232.6,102289132.4375,23792.4522049625,232.60,102289132.4375,479351,369986,45863137,23846,13.89,16556363668,7997727,39336715212,20511.09375,6114,877,263793.7941,3260.1609999999996,522137411449056881768,0.8056
1159,10/01/2018,230.89,102309434.84375,23622.225411073443,230.89,102309434.84375,476308,385445,45910383,24593,13.92,18941010255,8000304,38550173670,20302.40625,6095,811,259027.1628,3240.653,611806878825730965761,0.7913
1160,10/02/2018,225.41,102329949.03125,23066.193811134064,225.41,102329949.03125,490262,345044,45959870,24107,13.8,19034870185,8000268,39210756138,20514.1875,6180,802,259556.2604,3211.925,646265081061878413590,0.7956
1161,10/03/2018,219.97,102350244.5,22513.983282665,219.97,102350244.5,559006,367465,46023954,21423,14.0,13248714205,8000206,40441198221,20295.46875,6075,837,258086.8149,3226.085,444725781937520905647,0.8337
1162,10/04/2018,221.76,102370614.125,22701.70738836,221.76,102370614.125,559181,397961,46085905,22655,13.86,13254100643,8000262,40791755826,20369.625,6146,776,261317.7945,3261.7529999999997,441227546690282221443,0.8318
1163,10/05/2018,227.9,102390791.1875,23334.86131163125,227.90,102390791.1875,595361,391881,46155811,20849,13.99,13568425987,8000366,39567592626,20177.0625,6099,754,259922.335,3277.0009999999997,429831401691868886758,0.8146
1164,10/06/2018,224.62,102411283.15625,23003.622422556877,224.62,102411283.15625,596865,348785,46245923,17610,13.7,9435830094,8000313,39476085282,20491.96875,6222,733,261827.4556,3252.6090000000004,290769198671217969434,0.7954
1165,10/07/2018,225.65,102431804.46875,23113.736678373443,225.65,102431804.46875,497767,285009,46316597,15402,13.66,11769350664,8000233,33826478161,20521.3125,6241,718,263804.8258,3275.289,314187829229961897067,0.6806
1166,10/08/2018,229.33,102452231.28125,23495.370199729063,229.33,102452231.28125,542842,298503,46380175,17036,13.78,14576687784,8000291,36578754051,20426.8125,6179,762,266039.6993,3311.6020000000003,431496702614047078645,0.7402
1167,10/09/2018,227.49,102472582.34375,23311.487757379688,227.49,102472582.34375,537028,356105,46439045,18245,13.9,12984496071,8000331,37000810498,20351.0625,6149,774,263567.6875,3289.361,387495837112857242950,0.7522
1168,10/10/2018,225.26,102492944.09375,23087.560586558124,225.26,102492944.09375,516772,246976,46485924,16867,13.83,15893091379,8000193,34139298437,20361.75,6168,748,263745.3818,3294.91,447940964710509686920,0.6935
1169,10/11/2018,189.83,102513431.65625,19460.124731305936,189.83,102513431.65625,570525,281024,46539754,18166,13.87,15385072382,8000173,37661276962,20487.5625,6143,822,259550.9898,3219.699,471926908759280813842,0.7676
1170,10/12/2018,195.97,102533813.46875,20093.551425470934,195.97,102533813.46875,562140,631756,46599664,20202,13.83,29285035983,8000288,38451490999,20381.8125,6170,750,259276.4273,3237.2090000000003,617706520971357245509,0.7814
1171,10/13/2018,199.45,102554250.59375,20454.44528092344,199.45,102554250.59375,541797,319139,46658560,17319,13.83,11594824099,8000141,36203199069,20437.125,6176,768,256898.5131,3196.433,341114582158222286863,0.7346
1172,10/14/2018,194.99,102574715.65625,20001.043805812187,194.99,102574715.65625,511719,316448,46736817,15242,13.79,11723908779,8000221,35376080289,20465.0625,6182,770,259153.1832,3220.776,295784466140686208045,0.7168
1173,10/15/2018,210.8,102595029.03125,21627.0321197875,210.80,102595029.03125,562011,292318,46805064,17581,13.96,15629941859,8000229,33358306047,20313.375,6095,812,257050.9069,3215.462,409714491824754337426,0.6848
1174,10/16/2018,210.22,102615410.0,21571.8114902,210.22,102615410.0,575450,302794,46873582,17645,13.93,12735518129,8000296,35819639765,20380.96875,6114,821,257301.1164,3205.597,351755167762662386642,0.733
1175,10/17/2018,207.6,102635809.15625,21307.1939808375,207.60,102635809.15625,580354,291295,46937003,17763,13.92,13443082264,8000191,36418616658,20399.15625,6130,803,255963.6456,3189.8540000000003,382899377009299906354,0.7428
1176,10/18/2018,202.49,102656246.75,20786.8634044075,202.49,102656246.75,565791,384805,47015838,17769,13.88,13150134317,8000246,36642236034,20437.59375,6142,809,260467.6722,3237.578,362986377349918358617,0.7459
1177,10/19/2018,202.86,102676540.34375,20828.962974133126,202.86,102676540.34375,601119,332479,47082211,18544,14.02,13701804233,8000253,35201821247,20293.59375,6065,845,257014.036,3213.605,414567744807115338721,0.7257
1178,10/20/2018,205.08,102696990.3125,21061.0987732875,205.08,102696990.3125,534080,383307,47198960,15752,13.84,13289407017,8000220,35802525028,20449.96875,6158,793,254001.5821,3157.2059999999997,365682893582561479631,0.7268
1179,10/21/2018,204.77,102717346.90625,21033.431125992807,204.77,102717346.90625,508014,329017,47293906,16116,13.95,12030570166,8000266,35947512741,20356.59375,6124,805,250880.723,3128.315,331528021882481037900,0.7341
1180,10/22/2018,203.6,102737595.6875,20917.374481975,203.60,102737595.6875,577314,370811,47377063,19571,14.07,13162272626,8000248,37370081491,20248.78125,6065,827,248448.5101,3114.619,399544008318369367470,0.7703
1181,10/23/2018,203.7,102758171.5625,20931.83954728125,203.70,102758171.5625,556231,330894,47457452,17617,13.82,14521834338,8000290,36490238324,20575.875,6168,836,251290.444,3099.8709999999996,407241400125580766442,0.7395
1182,10/24/2018,202.92,102778554.59375,20855.82429816375,202.92,102778554.59375,532709,276826,47541182,20667,13.86,15173388388,8000266,37871758031,20383.03125,6124,811,252624.5976,3147.335,470944435057705878737,0.773
1183,10/25/2018,201.23,102798801.21875,20686.202769249066,201.23,102798801.21875,537236,307826,47633029,21879,13.91,16014791521,8000306,39963554987,20246.625,6123,756,248587.8675,3122.255,543008039415706667304,0.8162
1184,10/26/2018,203.37,102819303.3125,20910.361714663126,203.37,102819303.3125,551218,303061,47718011,20114,13.93,16417658883,8000235,37790304411,20502.09375,6122,853,247418.1596,3064.7929999999997,480749730708318805552,0.7716
1185,10/27/2018,202.79,102839546.09375,20854.83155235156,202.79,102839546.09375,499165,332163,47809901,15214,14.05,14137366445,8000232,34908844690,20242.78125,6100,783,249171.0755,3127.761,352777078102902271762,0.7154
1186,10/28/2018,203.72,102859855.15625,20954.60969243125,203.72,102859855.15625,509862,363977,47934643,15574,13.85,12960915217,8000151,34801193735,20309.0625,6137,762,247255.9293,3096.5229999999997,332819870180835694384,0.7089
1187,10/29/2018,195.67,102880251.21875,20130.57875597281,195.67,102880251.21875,614695,345330,48024536,19679,13.87,14943596679,8000154,35640730470,20396.0625,6111,826,245030.1321,3051.8379999999997,427227664414333277176,0.7291
1188,10/30/2018,196.19,102900422.46875,20188.033884144064,196.19,102900422.46875,608397,357419,48138271,19083,14.05,14925838057,8000150,35022078049,20171.25,6043,820,246201.3542,3099.49,422831718431546554157,0.7244
1189,10/31/2018,197.85,102920927.5625,20362.905518240626,197.85,102920927.5625,585707,359762,48250925,17867,13.86,14904469017,8000160,35624494130,20505.09375,6157,817,250905.0699,3108.4309999999996,423391560465868460104,0.7232
1190,11/01/2018,198.73,102941166.78125,20457.498074437808,198.73,102941166.78125,589096,351771,48339674,18086,13.97,14202259616,8000202,34809635846,20239.21875,6069,817,244006.5278,3061.598,406728329795890992386,0.7171
1191,11/02/2018,201.02,102961306.4375,20697.28182006625,201.02,102961306.4375,548534,322662,48402315,17166,14.0,15183112207,8000229,34820768824,20139.65625,6069,783,238273.7031,3004.502,443731385231838138330,0.7172
1192,11/03/2018,199.47,102981486.78125,20541.717168255935,199.47,102981486.78125,505015,325996,48470030,15800,13.95,16145620959,8000084,33992268567,20180.34375,6119,737,238121.4847,3000.8309999999997,396984332616633844036,0.6944
1193,11/04/2018,211.3,103001769.875,21764.2739745875,211.30,103001769.875,510848,271182,48544458,15888,13.92,13064568368,8000123,34551676453,20283.09375,6109,789,242188.0672,3033.495,353364412997294445352,0.707
1194,11/05/2018,209.7,103022163.96875,21603.747784246876,209.70,103022163.96875,582354,254816,48609822,17562,14.03,16749446191,8000216,35479168187,20394.09375,6075,873,240396.5874,2989.388,503192426931632829851,0.7303
1195,11/06/2018,219.56,103042415.75,22623.99280207,219.56,103042415.75,597166,339161,48676699,18894,13.99,17333551729,8000158,35232747104,20251.78125,6064,835,240620.5981,3013.425,508602117579979362644,0.7267
1196,11/07/2018,217.99,103062897.21875,22466.680964715313,217.99,103062897.21875,564602,304557,48744599,17796,13.9,16337162082,8000139,35282954657,20481.46875,6144,829,242339.0598,3002.738,467816806095066166911,0.7179
1197,11/08/2018,211.29,103083132.5,21780.435065925,211.29,103083132.5,555392,315268,48825756,18379,14.04,18892302279,8000232,34928286756,20235.28125,6066,827,244303.624,3062.2129999999997,547588247248989835058,0.7201
1198,11/09/2018,209.39,103103377.90625,21588.816299789687,209.39,103103377.90625,547848,301642,48914856,17469,13.94,15752819992,8000160,34364620711,20245.40625,6091,795,239347.1981,3003.136,411388152067949889923,0.7054
1199,11/10/2018,211.9,103123795.90625,21851.93235253437,211.90,103123795.90625,489120,327033,49034192,16375,13.96,12031282399,8000141,35048287080,20418.0,6113,844,241506.2067,2999.301,298407835967095827735,0.717
1200,11/11/2018,211.7,103144104.125,21835.6068432625,211.70,103144104.125,527799,399326,49155935,17094,13.91,10621852227,8000155,35261652912,20308.21875,6121,789,246520.2576,3082.395,276610296666627535396,0.7205
1201,11/12/2018,210.81,103164416.65625,21748.090675304065,210.81,103164416.65625,571162,316717,49240352,18419,13.82,14368146227,8000097,35126834156,20312.53125,6171,727,240140.4087,3007.847,443353550255686955978,0.712
1202,11/13/2018,206.42,103184686.71875,21299.383032484373,206.42,103184686.71875,553590,281355,49339262,17702,13.93,15059123069,8000119,33996251185,20270.0625,6095,802,242075.0552,3032.5190000000002,477617245935074055587,0.6977
1203,11/14/2018,182.72,103204805.84375,18857.58212377,182.72,103204805.84375,582181,292462,49443512,18832,14.08,17416039750,8000153,35751989357,20119.125,6071,776,242719.7623,3062.7990000000004,578049841788254838405,0.7364
